ORGANIZATION,ORGANIZATION OTHER,TYPE_CLEANUP,TYPE_CLEANUP_OTHER,ADOPT-A-ROAD,TYPE_LITTER,TYPE_LITTER_OTHER 1,NUMBER_BAGS,NUMBER_BAGS_OTHER,TOTAL_BAGS_LITTER,COUNT_TIRES,COUNT_TIRES_OTHER,TOTAL_TIRES,MAJOR_WSHED,ALTBMP_TYPE,LBS_REMOVED,IMPL_COMP_YR,PERMIT_NUM,COUNCIL_DISTRICT,DPWT_MAIN_DIST,FORMEMAILED,FISCALYEAR,CREATIONDATE 1,CREATIONDATE_TIME,CREATIONDATE_AM/PM,LATITUDE,LONGITUDE,LOCATION
,,,,,Other,,,,,,,,,,,,,,,,,,,,,,
DPW&T,,RoadsideLitterPickup,,,Bags_garbage,,3,,3,,,0,Anacostia River,TRSH,,2017,11-DP-3314,5,2,NO,FY2017,05/12/2017,02:10:00,PM,-76.88150956,38.91334337,"(-76.88150956, 38.91334337)"
DPW&T,,IllegalDumping,,,Bags_garbage,,5,,5,,,0,Patuxent River upper,TRSH,,2017,11-DP-3314,1,1,NO,FY2018,08/25/2017,06:11:00,PM,-76.84128597,39.06933207,"(-76.84128597, 39.06933207)"
CommunityBridge,,RoadsideLitterPickup,,,Tires,,,,0,2,,2,Patuxent River upper,TRSH,,2018,11-DP-3314,4,2,,FY2018,04/02/2018,04:27:00,PM,-76.71651836,38.9584807,"(-76.71651836, 38.9584807)"
CommunityBridge,,RoadsideLitterPickup,,,Bags_garbage,,4,,4,,,0,Western Branch,TRSH,,2018,11-DP-3314,6,2,NO,FY2018,02/13/2018,06:02:00,PM,-76.8520781,38.8819259,"(-76.8520781, 38.8819259)"
CommunityBridge,,RoadsideLitterPickup,,,Bags_garbage,,3,,3,,,0,Anacostia River,TRSH,,2017,11-DP-3314,1,1,NO,FY2018,07/12/2017,06:15:00,PM,-76.88275496,39.08278039,"(-76.88275496, 39.08278039)"
DPW&T,,BusStopTrashCan,,,Bags_garbage,,1,,1,,,0,Potomac River U tidal,TRSH,,2019,11-DP-3314,7,2,,FY2020,09/11/2019,05:55:00,PM,-76.94945236,38.81790092,"(-76.94945236, 38.81790092)"
DOC,,RoadsideLitterPickup,,,Bags_garbage,,5,,5,,,0,Potomac River U tidal,TRSH,,2019,11-DP-3314,7,2,,FY2020,10/08/2019,04:38:00,PM,-76.90311922,38.84897539,"(-76.90311922, 38.84897539)"
DPW&T,,BusStopTrashCan,,,Bags_garbage,,1,,1,,,0,Potomac River U tidal,TRSH,,2019,11-DP-3314,6,2,,FY2020,08/19/2019,01:53:00,PM,-76.88666435,38.85011671,"(-76.88666435, 38.85011671)"
DPW&T,,BusStopTrashCan,,,Bags_garbage,,2,,2,,,0,Anacostia River,TRSH,,2018,11-DP-3314,5,2,NO,FY2018,02/26/2018,03:42:00,PM,-76.90199845,38.94094824,"(-76.90199845, 38.94094824)"
DPW&T,,BusStopTrashCan,,,Bags_garbage,,1,,1,,,0,Potomac River U tidal,TRSH,,2019,11-DP-3314,7,2,,FY2020,07/22/2019,03:01:00,PM,-76.89066584,38.85147674,"(-76.89066584, 38.85147674)"
CommunityBridge,,RoadsideLitterPickup,,,Bags_garbage,,2,,2,,,0,Western Branch,TRSH,,2018,11-DP-3314,4,2,NO,FY2018,02/27/2018,07:01:00,PM,-76.7373765,38.9262322,"(-76.7373765, 38.9262322)"
DPW&T,,BusStopTrashCan,,,Bags_garbage,,1,,1,,,0,Piscataway Creek,TRSH,,2019,11-DP-3314,8,2,,FY2020,09/27/2019,01:07:00,PM,-76.89473958,38.81479949,"(-76.89473958, 38.81479949)"
CommunityBridge,,RoadsideLitterPickup,,,Furniture,,,,0,,,0,Anacostia River,TRSH,,2018,11-DP-3314,5,2,,FY2019,09/26/2018,03:54:00,PM,-76.8722762,38.9414774,"(-76.8722762, 38.9414774)"
DPW&T,,BusStopTrashCan,,,Bags_garbage,,1,,1,,,0,Western Branch,TRSH,,2018,11-DP-3314,3,1,,FY2018,06/22/2018,02:37:00,PM,-76.85596153,38.97797455,"(-76.85596153, 38.97797455)"
DPW&T,,BusStopTrashCan,,,Bags_garbage,,1,,1,,,0,Piscataway Creek,TRSH,,2017,11-DP-3314,9,2,NO,FY2018,10/06/2017,02:01:00,PM,-76.89968886,38.76507291,"(-76.89968886, 38.76507291)"
DPW&T,,BusStopTrashCan,,,Bags_garbage,,1,,1,,,0,Western Branch,TRSH,,2018,11-DP-3314,6,2,,FY2018,06/06/2018,06:40:00,PM,-76.76137463,38.81958433,"(-76.76137463, 38.81958433)"
DPW&T,,RoadsideLitterPickup,,,Bags_garbage,,Other,13,13,,,0,Western Branch,TRSH,,2017,11-DP-3314,9,3,NO,FY2017,03/09/2017,02:32:00,PM,-76.80572316,38.79039648,"(-76.80572316, 38.79039648)"
DOC,,RoadsideLitterPickup,,,Bags_garbage,,Other,11,11,,,0,Western Branch,TRSH,,2019,11-DP-3314,6,2,,FY2020,08/06/2019,07:21:00,PM,-76.83829709,38.89284668,"(-76.83829709, 38.89284668)"
CommunityBridge,,RoadsideLitterPickup,,,Bags_garbage,,1,,1,,,0,Piscataway Creek,TRSH,0,2018,11-DP-3314,9,3,,FY2019,08/30/2018,04:12:00,PM,-76.87798594,38.75058683,"(-76.87798594, 38.75058683)"
CommunityBridge,,RoadsideLitterPickup,,,Bags_garbage,,4,,4,,,0,Anacostia River,TRSH,,2019,11-DP-3314,3,1,,FY2019,04/08/2019,03:58:00,PM,-76.89969913,38.95828592,"(-76.89969913, 38.95828592)"
CommunityBridge,,RoadsideLitterPickup,,,Bags_garbage,,1,,1,,,0,Piscataway Creek,TRSH,,2018,11-DP-3314,9,2,NO,FY2018,02/07/2018,02:23:00,PM,-76.899659,38.7743545,"(-76.899659, 38.7743545)"
CommunityBridge,,RoadsideLitterPickup,,,Bags_garbage,,5,,5,,,0,Oxon Creek,TRSH,,2018,11-DP-3314,7,2,NO,FY2018,02/15/2018,08:39:00,PM,-76.97715506,38.82669479,"(-76.97715506, 38.82669479)"
DPW&T,,IllegalDumping,,,Bags_garbage,,8,,8,,,0,Piscataway Creek,TRSH,,2017,11-DP-3314,9,3,NO,FY2017,02/10/2017,08:30:00,PM,-76.88497117,38.76501538,"(-76.88497117, 38.76501538)"
DPW&T,,BusStopTrashCan,,,Bags_garbage,,1,,1,,,0,Oxon Creek,TRSH,,2017,11-DP-3314,7,2,NO,FY2018,08/04/2017,12:34:00,PM,-76.92783339,38.86182823,"(-76.92783339, 38.86182823)"
DPW&T,,BusStopTrashCan,,,Bags_garbage,,1,,1,,,0,Potomac River U tidal,TRSH,,2019,11-DP-3314,7,2,,FY2020,09/03/2019,06:41:00,PM,-76.90834244,38.84325469,"(-76.90834244, 38.84325469)"
CommunityBridge,,RoadsideLitterPickup,,,Bags_garbage,,7,,7,,,0,Piscataway Creek,TRSH,,2019,11-DP-3314,9,3,,FY2019,02/04/2019,04:23:00,PM,-76.90626245,38.68752842,"(-76.90626245, 38.68752842)"
DPW&T,,BusStopTrashCan,,,Bags_garbage,,1,,1,,,0,Anacostia River,TRSH,,2018,11-DP-3314,5,2,,FY2019,08/23/2018,01:56:00,PM,-76.90155498,38.93970491,"(-76.90155498, 38.93970491)"
CommunityBridge,,RoadsideLitterPickup,,,Bags_garbage,,3,,3,,,0,Potomac River U tidal,TRSH,,2018,11-DP-3314,8,2,NO,FY2018,02/06/2018,08:23:00,PM,-76.9900663,38.8037524,"(-76.9900663, 38.8037524)"
CommunityBridge,,RoadsideLitterPickup,,,Bags_garbage,,5,,5,,,0,Anacostia River,TRSH,,2017,11-DP-3314,2,1,NO,FY2018,09/11/2017,03:26:00,PM,-76.95656829,38.98754619,"(-76.95656829, 38.98754619)"
DPW&T,,BusStopTrashCan,,,Bags_garbage,,1,,1,,,0,Western Branch,TRSH,,2018,11-DP-3314,6,2,,FY2019,08/01/2018,05:34:00,PM,-76.88520727,38.87124026,"(-76.88520727, 38.87124026)"
CommunityBridge,,RoadsideLitterPickup,,,Bags_garbage,,1,,1,,,0,Western Branch,TRSH,,2018,11-DP-3314,9,3,,FY2018,03/28/2018,01:36:00,PM,-76.7471788,38.812241,"(-76.7471788, 38.812241)"
DPW&T,,BusStopTrashCan,,,Bags_garbage,,1,,1,,,0,Potomac River U tidal,TRSH,,2019,11-DP-3314,7,2,,FY2020,09/25/2019,03:24:00,PM,-76.90063239,38.84364714,"(-76.90063239, 38.84364714)"
DPW&T,,BusStopTrashCan,,,Bags_garbage,,5,,5,,,0,Western Branch,TRSH,,2018,11-DP-3314,6,2,,FY2019,11/01/2018,02:11:00,PM,-76.82680839,38.88973521,"(-76.82680839, 38.88973521)"
DPW&T,,BusStopTrashCan,,,Bags_garbage,,1,,1,,,0,Western Branch,TRSH,,2017,11-DP-3314,6,2,NO,FY2018,09/12/2017,02:24:00,PM,-76.74602558,38.82133599,"(-76.74602558, 38.82133599)"
DPW&T,,RoadsideLitterPickup,,,Bags_garbage,,5,,5,,,0,Oxon Creek,TRSH,,2017,11-DP-3314,7,2,NO,FY2017,04/20/2017,06:04:00,PM,-76.93133135,38.85188319,"(-76.93133135, 38.85188319)"
DPW&T,,BusStopTrashCan,,,Bags_garbage,,1,,1,,,0,Western Branch,TRSH,,2018,11-DP-3314,6,2,,FY2019,11/29/2018,02:00:00,PM,-76.87706286,38.88437223,"(-76.87706286, 38.88437223)"
DPW&T,,BusStopTrashCan,,,Bags_garbage,,1,,1,,,0,Western Branch,TRSH,,2017,11-DP-3314,6,2,NO,FY2018,08/09/2017,12:51:00,PM,-76.85224645,38.90219345,"(-76.85224645, 38.90219345)"
DPW&T,,IllegalDumping,,,Bags_garbage,,5,,5,,,0,Anacostia River,TRSH,,2017,11-DP-3314,2,1,NO,FY2017,03/06/2017,04:14:00,PM,-76.97912787,38.99160241,"(-76.97912787, 38.99160241)"
DPW&T,,BusStopTrashCan,,,Bags_garbage,,1,,1,,,0,Potomac River U tidal,TRSH,,2019,11-DP-3314,7,2,,FY2020,08/05/2019,04:46:00,PM,-76.90831835,38.84311,"(-76.90831835, 38.84311)"
DPW&T,,BusStopTrashCan,,,Bags_garbage,,1,,1,,,0,Potomac River U tidal,TRSH,,2019,11-DP-3314,7,1,,FY2020,08/26/2019,02:26:00,PM,-76.89206704,38.84401432,"(-76.89206704, 38.84401432)"
DPW&T,,BusStopTrashCan,,,Bags_garbage,,1,,1,,,0,Anacostia River,TRSH,,2018,11-DP-3314,6,2,,FY2018,06/27/2018,05:47:00,PM,-76.87717259,38.88726566,"(-76.87717259, 38.88726566)"
DPW&T,,BusStopTrashCan,,,Bags_garbage,,1,,1,,,0,Potomac River U tidal,TRSH,,2019,11-DP-3314,8,2,,FY2020,09/27/2019,05:31:00,PM,-76.91004355,38.80101134,"(-76.91004355, 38.80101134)"
DPW&T,,BusStopTrashCan,,,Bags_garbage,,1,,1,,,0,Western Branch,TRSH,,2018,11-DP-3314,6,2,,FY2018,06/22/2018,12:25:00,PM,-76.85311124,38.90674741,"(-76.85311124, 38.90674741)"
CommunityBridge,,RoadsideLitterPickup,,,Bags_garbage,,4,,4,,,0,Anacostia River,TRSH,,2019,11-DP-3314,1,1,,FY2019,04/03/2019,02:13:00,PM,-76.90277723,39.03832269,"(-76.90277723, 39.03832269)"
CommunityBridge,,RoadsideLitterPickup,,,Bags_garbage,,3,,3,,,0,Anacostia River,TRSH,,2017,11-DP-3314,4,1,NO,FY2018,12/05/2017,03:28:00,PM,-76.82280254,39.01494102,"(-76.82280254, 39.01494102)"
DPW&T,,IllegalDumping,,,Stove_fridge, carpets,,,0,,,0,Patuxent River upper,TRSH,,2017,11-DP-3314,4,1,NO,FY2017,06/12/2017,02:14:00,PM,-76.79315483,38.98337106,"(-76.79315483, 38.98337106)"
,,,,,Tv,tv,,,,,,,,,,,,,,,,,,,,,
,,,,,Furniture, deep freezer,,,,,,,,,,,,,,,,,,,,,
,,,,,Other, large leather couch,,,,,,,,,,,,,,,,,,,,,
CommunityBridge,,RoadsideLitterPickup,,,Bags_garbage,,6,,6,,,0,Patuxent River upper,TRSH,,2019,11-DP-3314,1,1,,FY2020,07/19/2019,01:29:00,PM,-76.84220472,39.06224492,"(-76.84220472, 39.06224492)"
CommunityBridge,,RoadsideLitterPickup,,,Bags_garbage, shopping cart,1,,1,,,0,Western Branch,TRSH,,2018,11-DP-3314,6,2,,FY2019,07/11/2018,02:43:00,PM,-76.8466901,38.8962105,"(-76.8466901, 38.8962105)"
,,,,,Car_parts,,,,,,,,,,,,,,,,,,,,,,
,,,,,Other,,,,,,,,,,,,,,,,,,,,,,
DPW&T,,RoadsideLitterPickup,,,Bags_garbage,,1,,1,,,0,Western Branch,TRSH,,2018,11-DP-3314,9,2,,FY2018,05/02/2018,05:39:00,PM,-76.76137934,38.81951011,"(-76.76137934, 38.81951011)"
CommunityBridge,,RoadsideLitterPickup,,,Bags_garbage,,4,,4,,,0,Anacostia River,TRSH,,2018,11-DP-3314,1,1,,FY2018,04/16/2018,05:46:00,PM,-76.8520961,39.0340342,"(-76.8520961, 39.0340342)"
DPW&T,,BusStopTrashCan,,,Bags_garbage,,1,,1,,,0,Oxon Creek,TRSH,,2019,11-DP-3314,7,2,,FY2020,09/03/2019,06:56:00,PM,-76.92942609,38.85323155,"(-76.92942609, 38.85323155)"
CommunityBridge,,RoadsideLitterPickup,,,Bags_garbage,,2,,2,,,0,Anacostia River,TRSH,,2019,11-DP-3314,3,2,,FY2019,05/09/2019,06:47:00,PM,-76.87076039,38.9533823,"(-76.87076039, 38.9533823)"
CommunityBridge,,RoadsideLitterPickup,,,Bags_garbage,,7,,7,,,0,Western Branch,TRSH,,2018,11-DP-3314,6,2,,FY2019,11/12/2018,06:45:00,PM,-76.89130654,38.86806997,"(-76.89130654, 38.86806997)"
CommunityBridge,,RoadsideLitterPickup,,,Bags_garbage,,3,,3,,,0,Western Branch,TRSH,,2017,11-DP-3314,3,1,NO,FY2018,09/14/2017,04:51:00,PM,-76.85586497,38.97784798,"(-76.85586497, 38.97784798)"
CommunityBridge,,RoadsideLitterPickup,,,Bags_garbage,,6,,6,,,0,Western Branch,TRSH,,2018,11-DP-3314,3,1,,FY2019,11/13/2018,06:24:00,PM,-76.83593897,38.99019809,"(-76.83593897, 38.99019809)"
,,,,,Car_parts,,,,,,,,,,,,,,,,,,,,,,
,,,,,Illegal_signs,,,,,,,,,,,,,,,,,,,,,,
CommunityBridge,,Adopt-A-Road,,,Bags_garbage,,6,,6,,,0,Western Branch,TRSH,,2018,11-DP-3314,6,2,,FY2019,10/08/2018,10:59:00,PM,-76.87508547,38.84584082,"(-76.87508547, 38.84584082)"
DPW&T,,BusStopTrashCan,,,Bags_garbage,,2,,2,,,0,Anacostia River,TRSH,,2018,11-DP-3314,5,2,,FY2018,04/11/2018,01:05:00,PM,-76.90214809,38.94103955,"(-76.90214809, 38.94103955)"
DPW&T,,BusStopTrashCan,,,Bags_garbage,,1,,1,,,0,Western Branch,TRSH,,2019,11-DP-3314,6,2,,FY2020,07/29/2019,02:43:00,PM,-76.9051956,38.85764007,"(-76.9051956, 38.85764007)"
CommunityBridge,,RoadsideLitterPickup,,,Bags_garbage,,6,,6,,,0,Piscataway Creek,TRSH,,2019,11-DP-3314,9,3,,FY2020,08/05/2019,02:49:00,PM,-76.95634873,38.70427163,"(-76.95634873, 38.70427163)"
DPW&T,,BusStopTrashCan,,,Bags_garbage,,1,,1,,,0,Anacostia River,TRSH,,2018,11-DP-3314,5,2,,FY2019,09/26/2018,02:00:00,PM,-76.92276908,38.90410793,"(-76.92276908, 38.90410793)"
CommunityBridge,,RoadsideLitterPickup,,,Bags_garbage,,1,,1,,,0,Mattawoman Creek,TRSH,,2017,11-DP-3314,9,3,NO,FY2018,10/04/2017,06:46:00,PM,-76.93872299,38.67794135,"(-76.93872299, 38.67794135)"
DOC,,RoadsideLitterPickup,,,Bags_garbage,,7,,7,,,0,Anacostia River,TRSH,,2019,11-DP-3314,2,1,,FY2020,08/24/2019,01:36:00,PM,-76.96910015,38.98458928,"(-76.96910015, 38.98458928)"
CommunityBridge,,RoadsideLitterPickup,,,Bags_garbage,,2,,2,,,0,Anacostia River,TRSH,0,2018,11-DP-3314,5,2,NO,FY2018,01/03/2018,06:19:00,PM,-76.87242222,38.94095332,"(-76.87242222, 38.94095332)"
CommunityBridge,,RoadsideLitterPickup,,,Bags_garbage,,4,,4,,,0,Anacostia River,TRSH,,2018,11-DP-3314,7,2,NO,FY2018,03/07/2018,03:37:00,PM,-76.90790213,38.86751971,"(-76.90790213, 38.86751971)"
CommunityBridge,,RoadsideLitterPickup,,,Bags_garbage,,7,,7,,,0,Piscataway Creek,TRSH,,2019,11-DP-3314,9,3,,FY2019,04/05/2019,01:33:00,PM,-76.89577541,38.70719768,"(-76.89577541, 38.70719768)"
CommunityBridge,,RoadsideLitterPickup,,,Bags_garbage,,4,,4,,,0,Western Branch,TRSH,,2019,11-DP-3314,6,2,,FY2019,01/10/2019,02:21:00,PM,-76.87390647,38.84572114,"(-76.87390647, 38.84572114)"
DPW&T,,BusStopTrashCan,,,Bags_garbage,,4,,4,,,0,Western Branch,TRSH,,2017,11-DP-3314,6,2,NO,FY2018,07/14/2017,01:11:00,PM,-76.8773383,38.8878569,"(-76.8773383, 38.8878569)"
DPW&T,,BusStopTrashCan,,,Bags_garbage,,1,,1,,,0,Potomac River U tidal,TRSH,,2019,11-DP-3314,8,2,,FY2020,08/22/2019,05:30:00,PM,-76.97692279,38.80474197,"(-76.97692279, 38.80474197)"
DPW&T,,RoadsideLitterPickup,,,Bags_garbage,,4,,4,,,0,Potomac River U tidal,TRSH,,2017,11-DP-3314,7,2,NO,FY2017,04/10/2017,03:10:00,PM,-76.90458662,38.84470744,"(-76.90458662, 38.84470744)"
DOC,,RoadsideLitterPickup,,,Bags_garbage,,Other,40,40,,,0,Western Branch,TRSH,,2019,11-DP-3314,9,3,,FY2020,10/22/2019,05:04:00,PM,-76.7302371,38.79018309,"(-76.7302371, 38.79018309)"
DPW&T,,BusStopTrashCan,,,Bags_garbage,,1,,1,,,0,Potomac River U tidal,TRSH,,2018,11-DP-3314,6,2,,FY2018,04/10/2018,02:14:00,PM,-76.86577624,38.83950387,"(-76.86577624, 38.83950387)"
CommunityBridge,,RoadsideLitterPickup,,,Bags_garbage,,5,,5,,,0,Western Branch,TRSH,,2018,11-DP-3314,4,1,,FY2019,12/09/2018,09:19:00,PM,-76.85533238,38.99053172,"(-76.85533238, 38.99053172)"
CommunityBridge,,RoadsideLitterPickup,,,Bags_garbage,,4,,4,,,0,Anacostia River,TRSH,,2019,11-DP-3314,2,1,,FY2020,07/31/2019,03:56:00,PM,-76.98327498,38.99905558,"(-76.98327498, 38.99905558)"
CommunityBridge,,RoadsideLitterPickup,,,Bags_garbage,,1,,1,,,0,Western Branch,TRSH,,2019,11-DP-3314,6,2,,FY2020,07/23/2019,04:40:00,PM,-76.81276417,38.85171206,"(-76.81276417, 38.85171206)"
CommunityBridge,,RoadsideLitterPickup,,,Bags_garbage,,3,,3,,,0,Oxon Creek,TRSH,,2018,11-DP-3314,7,2,NO,FY2018,02/15/2018,08:10:00,PM,-76.9620626,38.831544,"(-76.9620626, 38.831544)"
DPW&T,,Other,,,Bags_garbage,,1,,1,,,0,Oxon Creek,TRSH,,2017,11-DP-3314,7,2,NO,FY2017,05/08/2017,05:10:00,PM,-76.9092933,38.853841,"(-76.9092933, 38.853841)"
DOC,,RoadsideLitterPickup,,,Bags_garbage,,6,,6,,,0,Western Branch,TRSH,,2019,11-DP-3314,6,2,,FY2020,09/14/2019,02:07:00,PM,-76.82468816,38.81536706,"(-76.82468816, 38.81536706)"
CommunityBridge,,RoadsideLitterPickup,,,Mattresses,,,,0,,,0,Anacostia River,TRSH,,2017,11-DP-3314,5,2,NO,FY2018,12/14/2017,02:35:00,PM,-76.904734,38.9144206,"(-76.904734, 38.9144206)"
DOC,,RoadsideLitterPickup,,,Bags_garbage,,4,,4,,,0,Western Branch,TRSH,,2019,11-DP-3314,5,2,,FY2020,10/19/2019,03:18:00,PM,-76.82430209,38.94025051,"(-76.82430209, 38.94025051)"
DPW&T,,BusStopTrashCan,,,Bags_garbage,,1,,1,,,0,Potomac River U tidal,TRSH,,2019,11-DP-3314,7,2,,FY2020,07/29/2019,05:20:00,PM,-76.89043634,38.82406606,"(-76.89043634, 38.82406606)"
DPW&T,,BusStopTrashCan,,,Bags_garbage,,1,,1,,,0,Western Branch,TRSH,,2017,11-DP-3314,6,2,NO,FY2018,10/06/2017,05:24:00,PM,-76.89148206,38.8678764,"(-76.89148206, 38.8678764)"
DOC,,RoadsideLitterPickup,,,Bags_garbage,,5,,5,,,0,Western Branch,TRSH,,2019,11-DP-3314,6,2,,FY2019,06/08/2019,03:15:00,PM,-76.80254074,38.87631934,"(-76.80254074, 38.87631934)"
DPW&T,,RoadsideLitterPickup,,,Bags_garbage,,8,,8,,,0,Potomac River M tidal,TRSH,,2017,11-DP-3314,9,3,NO,FY2017,03/08/2017,06:32:00,PM,-77.06761215,38.66711644,"(-77.06761215, 38.66711644)"
DPW&T,,BusStopTrashCan,,,Bags_garbage,,1,,1,,,0,Anacostia River,TRSH,,2018,11-DP-3314,5,2,,FY2018,04/30/2018,05:05:00,PM,-76.87368084,38.92012438,"(-76.87368084, 38.92012438)"
DPW&T,,RoadsideLitterPickup,,,Bags_garbage,,2,,2,,,0,Oxon Creek,TRSH,,2018,11-DP-3314,7,2,,FY2019,09/12/2018,05:21:00,PM,-76.95734239,38.83448097,"(-76.95734239, 38.83448097)"
CommunityBridge,,RoadsideLitterPickup,,,Bags_garbage,,6,,6,,,0,Western Branch,TRSH,,2019,11-DP-3314,6,2,,FY2019,03/27/2019,02:58:00,PM,-76.85212514,38.88187778,"(-76.85212514, 38.88187778)"
CommunityBridge,,RoadsideLitterPickup,,,Bags_garbage,,3,,3,,,0,Patuxent River upper,TRSH,,2019,11-DP-3314,1,1,,FY2019,06/04/2019,01:27:00,PM,-76.83861747,39.07136322,"(-76.83861747, 39.07136322)"
CommunityBridge,,RoadsideLitterPickup,,,Bags_garbage,,6,,6,,,0,Potomac River U tidal,TRSH,,2019,11-DP-3314,8,2,,FY2020,08/09/2019,04:07:00,PM,-76.95774389,38.80603985,"(-76.95774389, 38.80603985)"
DPW&T,,RoadsideLitterPickup,,,Bags_garbage,,2,,2,,,0,Anacostia River,TRSH,,2017,11-DP-3314,5,2,NO,FY2017,06/16/2017,12:42:00,PM,-76.90205261,38.94080483,"(-76.90205261, 38.94080483)"
CommunityBridge,,RoadsideLitterPickup,,,Bags_garbage,,2,,2,,,0,Piscataway Creek,TRSH,,2018,11-DP-3314,9,3,,FY2019,10/18/2018,08:10:00,PM,-76.8715856,38.6924917,"(-76.8715856, 38.6924917)"
DPW&T,,BusStopTrashCan,,,Bags_garbage,,1,,1,,,0,Western Branch,TRSH,,2017,11-DP-3314,6,2,NO,FY2018,07/13/2017,01:32:00,PM,-76.85161097,38.89599161,"(-76.85161097, 38.89599161)"
DPW&T,,BusStopTrashCan,,,Bags_garbage,,2,,2,,,0,Anacostia River,TRSH,,2018,11-DP-3314,5,2,,FY2019,12/24/2018,03:48:00,PM,-76.9020502,38.94094409,"(-76.9020502, 38.94094409)"
CommunityBridge,,RoadsideLitterPickup,,,Bags_garbage,,1,,1,,,0,Western Branch,TRSH,,2017,11-DP-3314,6,2,NO,FY2018,11/29/2017,03:04:00,PM,-76.8458973,38.9146829,"(-76.8458973, 38.9146829)"
CommunityBridge,,RoadsideLitterPickup,,,Bags_garbage,,5,,5,,,0,Patuxent River upper,TRSH,,2019,11-DP-3314,4,1,,FY2019,01/31/2019,08:22:00,PM,-76.76535271,39.01942638,"(-76.76535271, 39.01942638)"
DPW&T,,BusStopTrashCan,,,Bags_garbage,,1,,1,,,0,Anacostia River,TRSH,,2018,11-DP-3314,5,2,NO,FY2018,02/14/2018,06:34:00,PM,-76.89256777,38.91801864,"(-76.89256777, 38.91801864)"
CommunityBridge,,RoadsideLitterPickup,,,Mattresses,,,,0,,,0,Potomac River U tidal,TRSH,,2018,11-DP-3314,6,2,,FY2019,09/11/2018,02:03:00,PM,-76.8925966,38.8427284,"(-76.8925966, 38.8427284)"
DPW&T,,RoadsideLitterPickup,,,Bags_garbage,,6,,6,,,0,Anacostia River,TRSH,,2017,11-DP-3314,5,2,NO,FY2017,05/10/2017,05:31:00,PM,-76.93109686,38.91039507,"(-76.93109686, 38.91039507)"
DPW&T,,BusStopTrashCan,,,Bags_garbage,,1,,1,,,0,Oxon Creek,TRSH,,2019,11-DP-3314,7,1,,FY2020,08/26/2019,05:00:00,PM,-76.95935055,38.83312926,"(-76.95935055, 38.83312926)"
DOE,,RoadsideLitterPickup,,,Bags_garbage,,1,,1,,,0,Anacostia River,TRSH,,2019,11-DP-3314,1,1,,FY2020,07/31/2019,03:50:00,PM,-76.91416413,39.02417569,"(-76.91416413, 39.02417569)"
CommunityBridge,,RoadsideLitterPickup,,,Bags_garbage,,9,,9,,,0,Piscataway Creek,TRSH,,2019,11-DP-3314,9,3,,FY2019,05/16/2019,03:41:00,PM,-76.87862596,38.75163137,"(-76.87862596, 38.75163137)"
DPW&T,,BusStopTrashCan,,,Bags_garbage,,1,,1,,,0,Western Branch,TRSH,,2018,11-DP-3314,6,2,,FY2019,08/23/2018,01:07:00,PM,-76.85296977,38.90709937,"(-76.85296977, 38.90709937)"
CommunityBridge,,RoadsideLitterPickup,,,Bags_garbage,,2,,2,,,0,Western Branch,TRSH,,2019,11-DP-3314,6,2,,FY2019,04/15/2019,07:03:00,PM,-76.8520383,38.8819544,"(-76.8520383, 38.8819544)"
DPW&T,,RoadsideLitterPickup,,,Bags_garbage,,1,,1,,,0,Anacostia River,TRSH,,2017,11-DP-3314,4,1,NO,FY2017,05/31/2017,01:12:00,PM,-76.86961147,38.97983037,"(-76.86961147, 38.97983037)"
CommunityBridge,,RoadsideLitterPickup,,,Bags_garbage,,5,,5,,,0,Piscataway Creek,TRSH,,2019,11-DP-3314,9,3,,FY2020,07/22/2019,01:54:00,PM,-76.85221521,38.71493935,"(-76.85221521, 38.71493935)"
CommunityBridge,,RoadsideLitterPickup,,,Bags_garbage,,10,,10,,,0,Patuxent River upper,TRSH,,2018,11-DP-3314,4,1,,FY2018,04/11/2018,03:30:00,PM,-76.78367939,39.01676574,"(-76.78367939, 39.01676574)"
DPW&T,,BusStopTrashCan,,,Bags_garbage,,1,,1,,,0,Western Branch,TRSH,,2019,11-DP-3314,6,2,,FY2020,09/25/2019,02:06:00,PM,-76.87119144,38.86064893,"(-76.87119144, 38.86064893)"
DPW&T,,BusStopTrashCan,,,Bags_garbage,,1,,1,,,0,Potomac River U tidal,TRSH,,2019,11-DP-3314,8,2,,FY2020,09/12/2019,02:15:00,PM,-76.94018549,38.78547858,"(-76.94018549, 38.78547858)"
CommunityBridge,,RoadsideLitterPickup,,,Mattresses,,,,0,,,0,Patuxent River middle,TRSH,,2018,11-DP-3314,9,3,,FY2019,10/03/2018,03:32:00,PM,-76.82189536,38.72227652,"(-76.82189536, 38.72227652)"
DPW&T,,RoadsideLitterPickup,,,Bags_garbage,,1,,1,,,0,Anacostia River,TRSH,,2016,11-DP-3314,8,2,NO,FY2017,11/07/2016,03:47:00,PM,-76.86511923,38.92027187,"(-76.86511923, 38.92027187)"
DPW&T,,BusStopTrashCan,,,Bags_garbage,,1,,1,,,0,Western Branch,TRSH,,2019,11-DP-3314,6,2,,FY2020,09/03/2019,12:16:00,PM,-76.87187096,38.85795835,"(-76.87187096, 38.85795835)"
